grade_section,gwa,remarks
GRADE 5 - TULIP,88,VERY SATISFACTORY
GRADE 5 - TULIP,82,SATISFACTORY
GRADE 5 - TULIP,82,SATISFACTORY
GRADE 5 - TULIP,82,SATISFACTORY
GRADE 5 - TULIP,87,VERY SATISFACTORY
GRADE 5 - TULIP,83,SATISFACTORY
GRADE 5 - TULIP,84,SATISFACTORY
GRADE 5 - TULIP,79,FAIRLY SATISFACTORY
GRADE 6 - HONESTY,81,SATISFACTORY
GRADE 6 - HONESTY,82,SATISFACTORY
GRADE 6 - HONESTY,80,SATISFACTORY
GRADE 6 - HONESTY,83,SATISFACTORY
GRADE 6 - HONESTY,89,VERY SATISFACTORY
GRADE 6 - HONESTY,80,SATISFACTORY
GRADE 6 - HONESTY,82,SATISFACTORY
GRADE 6 - HONESTY,89,VERY SATISFACTORY
GRADE 6 - HONESTY,79,FAIRLY SATISFACTORY
GRADE 6 - HONESTY,77,FAIRLY SATISFACTORY
GRADE 6 - HONESTY,81,SATISFACTORY
GRADE 6 - HONESTY,79,FAIRLY SATISFACTORY
GRADE 6 - HONESTY,79,FAIRLY SATISFACTORY
GRADE 6 - HONESTY,88,VERY SATISFACTORY
GRADE 6 - HONESTY,78,FAIRLY SATISFACTORY
GRADE 6 - HONESTY,76,FAIRLY SATISFACTORY
GRADE 6 - HONESTY,81,SATISFACTORY
GRADE 6 - HONESTY,78,FAIRLY SATISFACTORY
GRADE 6 - HONESTY,80,SATISFACTORY
GRADE 6 - HONESTY,85,VERY SATISFACTORY
GRADE 6 - HONESTY,81,SATISFACTORY
GRADE 6 - HONESTY,76,FAIRLY SATISFACTORY
GRADE 6 - HONESTY,79,FAIRLY SATISFACTORY
GRADE 6 - HONESTY,82,SATISFACTORY
GRADE 6 - HONESTY,81,SATISFACTORY
GRADE 6 - HONESTY,85,VERY SATISFACTORY
GRADE 6 - HONESTY,78,FAIRLY SATISFACTORY
GRADE 6 - HONESTY,88,VERY SATISFACTORY
GRADE 6 - HONESTY,84,SATISFACTORY
GRADE 6 - HONESTY,79,FAIRLY SATISFACTORY
GRADE 6 - HONESTY,83,SATISFACTORY
GRADE 6 - HONESTY,81,SATISFACTORY
GRADE 6 - HONESTY,80,SATISFACTORY
GRADE 6 - HONESTY,86,VERY SATISFACTORY
GRADE 6 - HONESTY,88,VERY SATISFACTORY
GRADE 6 - HONESTY,79,FAIRLY SATISFACTORY
GRADE 6 - HONESTY,88,VERY SATISFACTORY
GRADE 6 - HONESTY,80,SATISFACTORY
GRADE 6 - HONESTY,82,SATISFACTORY
GRADE 6 - HONESTY,84,SATISFACTORY
GRADE 6 - HONESTY,79,FAIRLY SATISFACTORY
GRADE 6 - HONESTY,78,FAIRLY SATISFACTORY
GRADE 6 - INTEGRITY,77,FAIRLY SATISFACTORY
GRADE 6 - INTEGRITY,83,SATISFACTORY
GRADE 6 - INTEGRITY,78,FAIRLY SATISFACTORY
GRADE 6 - INTEGRITY,83,SATISFACTORY
GRADE 6 - INTEGRITY,77,FAIRLY SATISFACTORY
GRADE 6 - INTEGRITY,80,SATISFACTORY
GRADE 6 - INTEGRITY,80,SATISFACTORY
GRADE 6 - INTEGRITY,78,FAIRLY SATISFACTORY
GRADE 6 - INTEGRITY,78,FAIRLY SATISFACTORY
GRADE 6 - INTEGRITY,81,SATISFACTORY
GRADE 6 - INTEGRITY,76,FAIRLY SATISFACTORY
GRADE 6 - INTEGRITY,82,SATISFACTORY
GRADE 6 - INTEGRITY,83,SATISFACTORY
GRADE 6 - INTEGRITY,87,VERY SATISFACTORY
GRADE 6 - INTEGRITY,77,FAIRLY SATISFACTORY
GRADE 6 - INTEGRITY,78,FAIRLY SATISFACTORY
GRADE 6 - INTEGRITY,84,SATISFACTORY
GRADE 6 - INTEGRITY,77,FAIRLY SATISFACTORY
GRADE 6 - INTEGRITY,80,SATISFACTORY
GRADE 6 - INTEGRITY,81,SATISFACTORY
GRADE 6 - INTEGRITY,77,FAIRLY SATISFACTORY
GRADE 6 - INTEGRITY,88,VERY SATISFACTORY
GRADE 6 - INTEGRITY,82,SATISFACTORY
GRADE 6 - INTEGRITY,83,SATISFACTORY
GRADE 6 - INTEGRITY,86,VERY SATISFACTORY
GRADE 6 - INTEGRITY,78,FAIRLY SATISFACTORY
GRADE 6 - INTEGRITY,80,SATISFACTORY
GRADE 6 - INTEGRITY,84,SATISFACTORY
GRADE 6 - INTEGRITY,79,FAIRLY SATISFACTORY
GRADE 6 - INTEGRITY,83,SATISFACTORY
GRADE 6 - INTEGRITY,83,SATISFACTORY
GRADE 6 - INTEGRITY,83,SATISFACTORY
GRADE 6 - INTEGRITY,83,SATISFACTORY
GRADE 6 - INTEGRITY,83,SATISFACTORY
GRADE 6 - INTEGRITY,80,SATISFACTORY
GRADE 6 - INTEGRITY,83,SATISFACTORY
GRADE 6 - INTEGRITY,86,VERY SATISFACTORY
GRADE 6 - INTEGRITY,81,SATISFACTORY
GRADE 6 - LOYALTY,81,SATISFACTORY
GRADE 6 - LOYALTY,82,SATISFACTORY
GRADE 6 - LOYALTY,86,VERY SATISFACTORY
GRADE 6 - LOYALTY,79,FAIRLY SATISFACTORY
GRADE 6 - LOYALTY,78,FAIRLY SATISFACTORY
GRADE 6 - LOYALTY,84,SATISFACTORY
GRADE 6 - LOYALTY,82,SATISFACTORY
GRADE 6 - LOYALTY,78,FAIRLY SATISFACTORY
GRADE 6 - LOYALTY,82,SATISFACTORY
GRADE 6 - LOYALTY,85,VERY SATISFACTORY
GRADE 6 - LOYALTY,79,FAIRLY SATISFACTORY
GRADE 6 - LOYALTY,84,SATISFACTORY
GRADE 6 - LOYALTY,88,VERY SATISFACTORY
GRADE 6 - LOYALTY,88,VERY SATISFACTORY
GRADE 6 - LOYALTY,85,VERY SATISFACTORY
GRADE 6 - LOYALTY,86,VERY SATISFACTORY
GRADE 6 - LOYALTY,78,FAIRLY SATISFACTORY
GRADE 6 - LOYALTY,85,VERY SATISFACTORY
GRADE 6 - LOYALTY,80,SATISFACTORY
GRADE 6 - LOYALTY,80,SATISFACTORY
GRADE 6 - LOYALTY,81,SATISFACTORY
GRADE 6 - LOYALTY,79,FAIRLY SATISFACTORY
GRADE 6 - LOYALTY,79,FAIRLY SATISFACTORY
GRADE 6 - LOYALTY,82,SATISFACTORY
GRADE 6 - LOYALTY,78,FAIRLY SATISFACTORY
GRADE 6 - LOYALTY,78,FAIRLY SATISFACTORY
GRADE 6 - LOYALTY,85,VERY SATISFACTORY
GRADE 6 - LOYALTY,78,FAIRLY SATISFACTORY
GRADE 6 - LOYALTY,83,SATISFACTORY
GRADE 6 - LOYALTY,83,SATISFACTORY
GRADE 6 - LOYALTY,84,SATISFACTORY
GRADE 6 - LOYALTY,84,SATISFACTORY
GRADE 6 - LOYALTY,83,SATISFACTORY
GRADE 6 - LOYALTY,86,VERY SATISFACTORY
GRADE 6 - LOYALTY,86,VERY SATISFACTORY
GRADE 6 - LOYALTY,77,FAIRLY SATISFACTORY
GRADE 6 - LOYALTY,81,SATISFACTORY
GRADE 6 - LOYALTY,89,VERY SATISFACTORY
GRADE 6 - LOYALTY,80,SATISFACTORY
GRADE 6 - LOYALTY,89,VERY SATISFACTORY
GRADE 6 - LOYALTY,81,SATISFACTORY
GRADE 6 - LOYALTY,87,VERY SATISFACTORY
GRADE 6 - SINCERITY,83,SATISFACTORY
GRADE 6 - SINCERITY,79,FAIRLY SATISFACTORY
GRADE 6 - SINCERITY,79,FAIRLY SATISFACTORY
GRADE 6 - SINCERITY,78,FAIRLY SATISFACTORY
GRADE 6 - SINCERITY,85,VERY SATISFACTORY
GRADE 6 - SINCERITY,91,OUTSTANDING
GRADE 6 - SINCERITY,80,SATISFACTORY
GRADE 6 - SINCERITY,78,FAIRLY SATISFACTORY
GRADE 6 - SINCERITY,83,SATISFACTORY
GRADE 6 - SINCERITY,91,OUTSTANDING
GRADE 6 - SINCERITY,79,FAIRLY SATISFACTORY
GRADE 6 - SINCERITY,78,FAIRLY SATISFACTORY
GRADE 6 - SINCERITY,88,VERY SATISFACTORY
GRADE 6 - SINCERITY,80,SATISFACTORY
GRADE 6 - SINCERITY,80,SATISFACTORY
GRADE 6 - SINCERITY,89,VERY SATISFACTORY
GRADE 6 - SINCERITY,89,VERY SATISFACTORY
GRADE 6 - SINCERITY,92,OUTSTANDING
GRADE 6 - SINCERITY,90,OUTSTANDING
GRADE 6 - SINCERITY,83,SATISFACTORY
GRADE 6 - SINCERITY,80,SATISFACTORY
GRADE 6 - SINCERITY,90,OUTSTANDING
GRADE 6 - SINCERITY,83,SATISFACTORY
GRADE 6 - SINCERITY,89,VERY SATISFACTORY
GRADE 6 - SINCERITY,90,OUTSTANDING
GRADE 6 - SINCERITY,88,VERY SATISFACTORY
GRADE 6 - SINCERITY,90,OUTSTANDING
GRADE 6 - SINCERITY,88,VERY SATISFACTORY
GRADE 6 - SINCERITY,90,OUTSTANDING
GRADE 6 - SINCERITY,82,SATISFACTORY
GRADE 6 - SINCERITY,90,OUTSTANDING
GRADE 6 - SINCERITY,88,VERY SATISFACTORY
GRADE 6 - SINCERITY,88,VERY SATISFACTORY
GRADE 6 - SINCERITY,92,OUTSTANDING
GRADE 6 - SINCERITY,84,SATISFACTORY
GRADE 6 - SINCERITY,84,SATISFACTORY
GRADE 6 - SINCERITY,92,OUTSTANDING
GRADE 6 - SINCERITY,85,VERY SATISFACTORY
GRADE 6 - SINCERITY,90,OUTSTANDING
GRADE 1 - APPLE,80,SATISFACTORY
GRADE 1 - APPLE,84,SATISFACTORY
GRADE 1 - APPLE,79,FAIRLY SATISFACTORY
GRADE 1 - APPLE,86,VERY SATISFACTORY
GRADE 1 - APPLE,82,SATISFACTORY
GRADE 1 - APPLE,80,SATISFACTORY
GRADE 1 - APPLE,85,VERY SATISFACTORY
GRADE 1 - APPLE,77,FAIRLY SATISFACTORY
GRADE 1 - APPLE,80,SATISFACTORY
GRADE 1 - APPLE,82,SATISFACTORY
GRADE 1 - APPLE,82,SATISFACTORY
GRADE 1 - APPLE,82,SATISFACTORY
GRADE 1 - APPLE,83,SATISFACTORY
GRADE 1 - APPLE,76,FAIRLY SATISFACTORY
GRADE 1 - APPLE,84,SATISFACTORY
GRADE 1 - APPLE,83,SATISFACTORY
GRADE 1 - APPLE,80,SATISFACTORY
GRADE 1 - APPLE,82,SATISFACTORY
GRADE 1 - APPLE,82,SATISFACTORY
GRADE 1 - APPLE,82,SATISFACTORY
GRADE 1 - APPLE,81,SATISFACTORY
GRADE 1 - APPLE,78,FAIRLY SATISFACTORY
GRADE 1 - APPLE,82,SATISFACTORY
GRADE 1 - APPLE,82,SATISFACTORY
GRADE 1 - APPLE,76,FAIRLY SATISFACTORY
GRADE 1 - APPLE,82,SATISFACTORY
GRADE 1 - APPLE,80,SATISFACTORY
GRADE 1 - APPLE,83,SATISFACTORY
GRADE 1 - BANANA,80,SATISFACTORY
GRADE 1 - BANANA,80,SATISFACTORY
GRADE 1 - BANANA,76,FAIRLY SATISFACTORY
GRADE 1 - BANANA,84,SATISFACTORY
GRADE 1 - BANANA,81,SATISFACTORY
GRADE 1 - BANANA,78,FAIRLY SATISFACTORY
GRADE 1 - BANANA,82,SATISFACTORY
GRADE 1 - BANANA,79,FAIRLY SATISFACTORY
GRADE 1 - BANANA,76,FAIRLY SATISFACTORY
GRADE 1 - BANANA,76,FAIRLY SATISFACTORY
GRADE 1 - BANANA,82,SATISFACTORY
GRADE 1 - BANANA,82,SATISFACTORY
GRADE 1 - BANANA,80,SATISFACTORY
GRADE 1 - BANANA,81,SATISFACTORY
GRADE 1 - BANANA,83,SATISFACTORY
GRADE 1 - BANANA,80,SATISFACTORY
GRADE 1 - BANANA,70,DID NOT MEET EXPECTATIONS
GRADE 1 - BANANA,83,SATISFACTORY
GRADE 1 - BANANA,79,FAIRLY SATISFACTORY
GRADE 1 - BANANA,80,SATISFACTORY
GRADE 1 - BANANA,86,VERY SATISFACTORY
GRADE 1 - BANANA,84,SATISFACTORY
GRADE 1 - BANANA,77,FAIRLY SATISFACTORY
GRADE 1 - BANANA,82,SATISFACTORY
GRADE 1 - BANANA,76,FAIRLY SATISFACTORY
GRADE 1 - BANANA,83,SATISFACTORY
GRADE 1 - BANANA,80,SATISFACTORY
GRADE 1 - BANANA,80,SATISFACTORY
GRADE 1 - BANANA,79,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,80,SATISFACTORY
GRADE 1 - GRAPES,81,SATISFACTORY
GRADE 1 - GRAPES,77,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,78,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,79,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,81,SATISFACTORY
GRADE 1 - GRAPES,80,SATISFACTORY
GRADE 1 - GRAPES,80,SATISFACTORY
GRADE 1 - GRAPES,79,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,84,SATISFACTORY
GRADE 1 - GRAPES,80,SATISFACTORY
GRADE 1 - GRAPES,83,SATISFACTORY
GRADE 1 - GRAPES,77,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,82,SATISFACTORY
GRADE 1 - GRAPES,81,SATISFACTORY
GRADE 1 - GRAPES,78,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,84,SATISFACTORY
GRADE 1 - GRAPES,79,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,82,SATISFACTORY
GRADE 1 - GRAPES,80,SATISFACTORY
GRADE 1 - GRAPES,81,SATISFACTORY
GRADE 1 - GRAPES,81,SATISFACTORY
GRADE 1 - GRAPES,77,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,85,VERY SATISFACTORY
GRADE 1 - GRAPES,85,VERY SATISFACTORY
GRADE 1 - GRAPES,79,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,82,SATISFACTORY
GRADE 1 - GRAPES,84,SATISFACTORY
GRADE 1 - GRAPES,86,VERY SATISFACTORY
GRADE 1 - GRAPES,84,SATISFACTORY
GRADE 1 - MANGO,79,FAIRLY SATISFACTORY
GRADE 1 - MANGO,77,FAIRLY SATISFACTORY
GRADE 1 - MANGO,0,DID NOT MEET EXPECTATIONS
GRADE 1 - MANGO,77,FAIRLY SATISFACTORY
GRADE 1 - MANGO,82,SATISFACTORY
GRADE 1 - MANGO,78,FAIRLY SATISFACTORY
GRADE 1 - MANGO,83,SATISFACTORY
GRADE 1 - MANGO,80,SATISFACTORY
GRADE 1 - MANGO,77,FAIRLY SATISFACTORY
GRADE 1 - MANGO,76,FAIRLY SATISFACTORY
GRADE 1 - MANGO,79,FAIRLY SATISFACTORY
GRADE 1 - MANGO,76,FAIRLY SATISFACTORY
GRADE 1 - MANGO,79,FAIRLY SATISFACTORY
GRADE 1 - MANGO,77,FAIRLY SATISFACTORY
GRADE 1 - MANGO,80,SATISFACTORY
GRADE 1 - MANGO,76,FAIRLY SATISFACTORY
GRADE 1 - MANGO,84,SATISFACTORY
GRADE 1 - MANGO,82,SATISFACTORY
GRADE 1 - MANGO,80,SATISFACTORY
GRADE 1 - MANGO,87,VERY SATISFACTORY
GRADE 1 - MANGO,81,SATISFACTORY
GRADE 1 - MANGO,80,SATISFACTORY
GRADE 1 - MANGO,78,FAIRLY SATISFACTORY
GRADE 1 - MANGO,80,SATISFACTORY
GRADE 1 - MANGO,83,SATISFACTORY
GRADE 1 - MANGO,82,SATISFACTORY
GRADE 1 - MELON,76,FAIRLY SATISFACTORY
GRADE 1 - MELON,75,FAIRLY SATISFACTORY
GRADE 1 - MELON,78,FAIRLY SATISFACTORY
GRADE 1 - MELON,76,FAIRLY SATISFACTORY
GRADE 1 - MELON,75,FAIRLY SATISFACTORY
GRADE 1 - MELON,75,FAIRLY SATISFACTORY
GRADE 1 - MELON,75,FAIRLY SATISFACTORY
GRADE 1 - MELON,75,FAIRLY SATISFACTORY
GRADE 1 - MELON,76,FAIRLY SATISFACTORY
GRADE 1 - MELON,76,FAIRLY SATISFACTORY
GRADE 1 - MELON,75,FAIRLY SATISFACTORY
GRADE 1 - MELON,75,FAIRLY SATISFACTORY
GRADE 1 - MELON,76,FAIRLY SATISFACTORY
GRADE 1 - MELON,76,FAIRLY SATISFACTORY
GRADE 1 - MELON,75,FAIRLY SATISFACTORY
GRADE 1 - MELON,75,FAIRLY SATISFACTORY
GRADE 1 - MELON,76,FAIRLY SATISFACTORY
GRADE 1 - MELON,75,FAIRLY SATISFACTORY
GRADE 1 - MELON,76,FAIRLY SATISFACTORY
GRADE 1 - MELON,76,FAIRLY SATISFACTORY
GRADE 1 - MELON,77,FAIRLY SATISFACTORY
GRADE 1 - MELON,75,FAIRLY SATISFACTORY
GRADE 1 - MELON,75,FAIRLY SATISFACTORY
GRADE 1 - MELON,75,FAIRLY SATISFACTORY
GRADE 1 - MELON,77,FAIRLY SATISFACTORY
GRADE 1 - MELON,76,FAIRLY SATISFACTORY
GRADE 1 - MELON,75,FAIRLY SATISFACTORY
GRADE 1 - POMELO,82,SATISFACTORY
GRADE 1 - POMELO,84,SATISFACTORY
GRADE 1 - POMELO,81,SATISFACTORY
GRADE 1 - POMELO,82,SATISFACTORY
GRADE 1 - POMELO,86,VERY SATISFACTORY
GRADE 1 - POMELO,86,VERY SATISFACTORY
GRADE 1 - POMELO,83,SATISFACTORY
GRADE 1 - POMELO,85,VERY SATISFACTORY
GRADE 1 - POMELO,84,SATISFACTORY
GRADE 1 - POMELO,85,VERY SATISFACTORY
GRADE 1 - POMELO,85,VERY SATISFACTORY
GRADE 1 - POMELO,86,VERY SATISFACTORY
GRADE 1 - POMELO,90,OUTSTANDING
GRADE 1 - POMELO,84,SATISFACTORY
GRADE 1 - POMELO,83,SATISFACTORY
GRADE 1 - POMELO,90,OUTSTANDING
GRADE 1 - POMELO,85,VERY SATISFACTORY
GRADE 1 - POMELO,83,SATISFACTORY
GRADE 1 - POMELO,83,SATISFACTORY
GRADE 1 - POMELO,84,SATISFACTORY
GRADE 1 - POMELO,84,SATISFACTORY
GRADE 1 - POMELO,83,SATISFACTORY
GRADE 1 - POMELO,83,SATISFACTORY
GRADE 1 - POMELO,84,SATISFACTORY
GRADE 1 - POMELO,85,VERY SATISFACTORY
GRADE 1 - POMELO,85,VERY SATISFACTORY
GRADE 1 - POMELO,86,VERY SATISFACTORY
GRADE 1 - POMELO,84,SATISFACTORY
GRADE 1 - POMELO,84,SATISFACTORY
GRADE 1 - POMELO,84,SATISFACTORY
GRADE 1 - SSES,90,OUTSTANDING
GRADE 1 - SSES,86,VERY SATISFACTORY
GRADE 1 - SSES,92,OUTSTANDING
GRADE 1 - SSES,87,VERY SATISFACTORY
GRADE 1 - SSES,87,VERY SATISFACTORY
GRADE 1 - SSES,87,VERY SATISFACTORY
GRADE 1 - SSES,90,OUTSTANDING
GRADE 1 - SSES,89,VERY SATISFACTORY
GRADE 1 - SSES,91,OUTSTANDING
GRADE 1 - SSES,90,OUTSTANDING
GRADE 1 - SSES,88,VERY SATISFACTORY
GRADE 1 - SSES,86,VERY SATISFACTORY
GRADE 1 - SSES,90,OUTSTANDING
GRADE 1 - SSES,88,VERY SATISFACTORY
GRADE 1 - SSES,90,OUTSTANDING
GRADE 1 - SSES,88,VERY SATISFACTORY
GRADE 1 - SSES,90,OUTSTANDING
GRADE 1 - SSES,90,OUTSTANDING
GRADE 1 - SSES,89,VERY SATISFACTORY
GRADE 1 - SSES,86,VERY SATISFACTORY
GRADE 1 - SSES,91,OUTSTANDING
GRADE 1 - SSES,91,OUTSTANDING
GRADE 1 - SSES,89,VERY SATISFACTORY
GRADE 1 - SSES,88,VERY SATISFACTORY
GRADE 1 - SSES,90,OUTSTANDING
GRADE 1 - SSES,87,VERY SATISFACTORY
GRADE 1 - SSES,88,VERY SATISFACTORY
GRADE 1 - SSES,89,VERY SATISFACTORY
GRADE 1 - SSES,90,OUTSTANDING
GRADE 1 - SSES,87,VERY SATISFACTORY
GRADE 1 - SSES,88,VERY SATISFACTORY
GRADE 1 - SSES,90,OUTSTANDING
GRADE 1 - SSES,89,VERY SATISFACTORY
GRADE 1 - SSES,90,OUTSTANDING
GRADE 2 - AQUINO,78,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,82,SATISFACTORY
GRADE 2 - AQUINO,78,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,82,SATISFACTORY
GRADE 2 - AQUINO,80,SATISFACTORY
GRADE 2 - AQUINO,76,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,81,SATISFACTORY
GRADE 2 - AQUINO,84,SATISFACTORY
GRADE 2 - AQUINO,82,SATISFACTORY
GRADE 2 - AQUINO,77,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,80,SATISFACTORY
GRADE 2 - AQUINO,78,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,80,SATISFACTORY
GRADE 2 - AQUINO,79,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,81,SATISFACTORY
GRADE 2 - AQUINO,82,SATISFACTORY
GRADE 2 - AQUINO,84,SATISFACTORY
GRADE 2 - AQUINO,84,SATISFACTORY
GRADE 2 - AQUINO,82,SATISFACTORY
GRADE 2 - AQUINO,77,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,85,VERY SATISFACTORY
GRADE 2 - AQUINO,81,SATISFACTORY
GRADE 2 - AQUINO,82,SATISFACTORY
GRADE 2 - AQUINO,82,SATISFACTORY
GRADE 2 - AQUINO,85,VERY SATISFACTORY
GRADE 2 - AQUINO,87,VERY SATISFACTORY
GRADE 2 - AQUINO,78,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,82,SATISFACTORY
GRADE 2 - AQUINO,82,SATISFACTORY
GRADE 2 - AQUINO,85,VERY SATISFACTORY
GRADE 2 - GARCIA,79,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,82,SATISFACTORY
GRADE 2 - GARCIA,80,SATISFACTORY
GRADE 2 - GARCIA,81,SATISFACTORY
GRADE 2 - GARCIA,79,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,82,SATISFACTORY
GRADE 2 - GARCIA,82,SATISFACTORY
GRADE 2 - GARCIA,79,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,77,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,81,SATISFACTORY
GRADE 2 - GARCIA,81,SATISFACTORY
GRADE 2 - GARCIA,82,SATISFACTORY
GRADE 2 - GARCIA,83,SATISFACTORY
GRADE 2 - GARCIA,80,SATISFACTORY
GRADE 2 - GARCIA,78,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,80,SATISFACTORY
GRADE 2 - GARCIA,81,SATISFACTORY
GRADE 2 - GARCIA,79,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,82,SATISFACTORY
GRADE 2 - GARCIA,83,SATISFACTORY
GRADE 2 - GARCIA,82,SATISFACTORY
GRADE 2 - GARCIA,80,SATISFACTORY
GRADE 2 - GARCIA,83,SATISFACTORY
GRADE 2 - GARCIA,82,SATISFACTORY
GRADE 2 - GARCIA,80,SATISFACTORY
GRADE 2 - GARCIA,82,SATISFACTORY
GRADE 2 - GARCIA,82,SATISFACTORY
GRADE 2 - GARCIA,82,SATISFACTORY
GRADE 2 - GARCIA,82,SATISFACTORY
GRADE 2 - GARCIA,80,SATISFACTORY
GRADE 2 - LAUREL,84,SATISFACTORY
GRADE 2 - LAUREL,85,VERY SATISFACTORY
GRADE 2 - LAUREL,82,SATISFACTORY
GRADE 2 - LAUREL,84,SATISFACTORY
GRADE 2 - LAUREL,84,SATISFACTORY
GRADE 2 - LAUREL,84,SATISFACTORY
GRADE 2 - LAUREL,84,SATISFACTORY
GRADE 2 - LAUREL,80,SATISFACTORY
GRADE 2 - LAUREL,75,FAIRLY SATISFACTORY
GRADE 2 - LAUREL,84,SATISFACTORY
GRADE 2 - LAUREL,89,VERY SATISFACTORY
GRADE 2 - LAUREL,85,VERY SATISFACTORY
GRADE 2 - LAUREL,83,SATISFACTORY
GRADE 2 - LAUREL,88,VERY SATISFACTORY
GRADE 2 - LAUREL,84,SATISFACTORY
GRADE 2 - LAUREL,86,VERY SATISFACTORY
GRADE 2 - LAUREL,88,VERY SATISFACTORY
GRADE 2 - LAUREL,82,SATISFACTORY
GRADE 2 - LAUREL,81,SATISFACTORY
GRADE 2 - LAUREL,83,SATISFACTORY
GRADE 2 - LAUREL,85,VERY SATISFACTORY
GRADE 2 - LAUREL,83,SATISFACTORY
GRADE 2 - LAUREL,81,SATISFACTORY
GRADE 2 - LAUREL,82,SATISFACTORY
GRADE 2 - LAUREL,81,SATISFACTORY
GRADE 2 - LAUREL,86,VERY SATISFACTORY
GRADE 2 - LAUREL,87,VERY SATISFACTORY
GRADE 2 - LAUREL,82,SATISFACTORY
GRADE 2 - LAUREL,83,SATISFACTORY
GRADE 2 - LAUREL,87,VERY SATISFACTORY
GRADE 2 - LAUREL,82,SATISFACTORY
GRADE 2 - QUEZON,79,FAIRLY SATISFACTORY
GRADE 2 - QUEZON,84,SATISFACTORY
GRADE 2 - QUEZON,79,FAIRLY SATISFACTORY
GRADE 2 - QUEZON,81,SATISFACTORY
GRADE 2 - QUEZON,79,FAIRLY SATISFACTORY
GRADE 2 - QUEZON,80,SATISFACTORY
GRADE 2 - QUEZON,83,SATISFACTORY
GRADE 2 - QUEZON,77,FAIRLY SATISFACTORY
GRADE 2 - QUEZON,82,SATISFACTORY
GRADE 2 - QUEZON,78,FAIRLY SATISFACTORY
GRADE 2 - QUEZON,70,DID NOT MEET EXPECTATIONS
GRADE 2 - QUEZON,77,FAIRLY SATISFACTORY
GRADE 2 - QUEZON,84,SATISFACTORY
GRADE 2 - QUEZON,82,SATISFACTORY
GRADE 2 - QUEZON,79,FAIRLY SATISFACTORY
GRADE 2 - QUEZON,78,FAIRLY SATISFACTORY
GRADE 2 - QUEZON,77,FAIRLY SATISFACTORY
GRADE 2 - QUEZON,83,SATISFACTORY
GRADE 2 - QUEZON,80,SATISFACTORY
GRADE 2 - QUEZON,80,SATISFACTORY
GRADE 2 - QUEZON,80,SATISFACTORY
GRADE 2 - QUEZON,83,SATISFACTORY
GRADE 2 - QUEZON,79,FAIRLY SATISFACTORY
GRADE 2 - QUEZON,83,SATISFACTORY
GRADE 2 - QUEZON,70,DID NOT MEET EXPECTATIONS
GRADE 2 - QUEZON,80,SATISFACTORY
GRADE 2 - QUEZON,81,SATISFACTORY
GRADE 2 - QUEZON,83,SATISFACTORY
GRADE 2 - QUEZON,82,SATISFACTORY
GRADE 2 - QUEZON,84,SATISFACTORY
GRADE 2 - QUEZON,80,SATISFACTORY
GRADE 2 - QUEZON,80,SATISFACTORY
GRADE 2 - ROXAS,79,FAIRLY SATISFACTORY
GRADE 2 - ROXAS,79,FAIRLY SATISFACTORY
GRADE 2 - ROXAS,78,FAIRLY SATISFACTORY
GRADE 2 - ROXAS,84,SATISFACTORY
GRADE 2 - ROXAS,81,SATISFACTORY
GRADE 2 - ROXAS,84,SATISFACTORY
GRADE 2 - ROXAS,84,SATISFACTORY
GRADE 2 - ROXAS,81,SATISFACTORY
GRADE 2 - ROXAS,79,FAIRLY SATISFACTORY
GRADE 2 - ROXAS,78,FAIRLY SATISFACTORY
GRADE 2 - ROXAS,78,FAIRLY SATISFACTORY
GRADE 2 - ROXAS,77,FAIRLY SATISFACTORY
GRADE 2 - ROXAS,75,FAIRLY SATISFACTORY
GRADE 2 - ROXAS,80,SATISFACTORY
GRADE 2 - ROXAS,84,SATISFACTORY
GRADE 2 - ROXAS,75,FAIRLY SATISFACTORY
GRADE 2 - ROXAS,79,FAIRLY SATISFACTORY
GRADE 2 - ROXAS,80,SATISFACTORY
GRADE 2 - ROXAS,85,VERY SATISFACTORY
GRADE 2 - ROXAS,84,SATISFACTORY
